zipcode,median_income,population,households,housing_units,homeowner_vacancy_rate,rental_vacancy_rate,occupied_housing_units,latitude,longitude,median_rooms,median_rent,median_value,value_to_income
91436,149423.0,15189,5754,6075,1.3,6.7,5754,34.15219,-118.49053,6.6,3258.0,1738100.0,11.63
91501,70326.0,21157,8460,8827,1.1,3.5,8460,34.19469,-118.29431,4.0,1985.0,963300.0,13.7
91502,38147.0,11665,5311,5542,0.9,2.7,5311,34.17684,-118.30936,3.0,1817.0,889000.0,23.3
91504,75825.0,26678,9772,10098,0.2,3.2,9772,34.21349,-118.31478,4.8,2072.0,923800.0,12.18
91505,84651.0,32371,13594,14375,0.3,6.2,13594,34.17583,-118.34692,4.4,2229.0,927200.0,10.95
91506,79148.0,19338,7801,8081,0.4,2.9,7801,34.17134,-118.32384,5.0,1856.0,984800.0,12.44
91601,52607.0,39429,18280,19476,0.9,5.4,18280,34.16827,-118.37222,3.2,1967.0,876100.0,16.65
91602,81917.0,19647,9964,10539,1.5,4.0,9964,34.15078,-118.36633,3.8,2084.0,996300.0,12.16
91604,103470.0,30947,14665,15475,1.1,4.9,14665,34.13985,-118.39435,4.5,2365.0,1549300.0,14.97
91605,47000.0,54341,16275,16846,0.9,3.0,16275,34.20699,-118.40067,4.2,1661.0,682200.0,14.51
91606,46397.0,43955,15491,16006,0.5,2.4,15491,34.18655,-118.38867,3.8,1673.0,763600.0,16.46
91607,62139.0,30502,13838,14437,1.1,3.7,13838,34.16633,-118.39982,3.9,1927.0,985900.0,15.87
91608,,37,11,14,0.0,100.0,11,34.13839,-118.35272,2.9,1811.0,,
91701,94591.0,38778,13250,13510,0.4,3.1,13250,34.13784,-117.60028,6.3,2118.0,664100.0,7.02
91702,62514.0,62328,17500,18127,0.5,3.7,17500,34.24129,-117.82614,5.0,1798.0,569000.0,9.1
91706,62161.0,73313,18222,18553,0.4,1.5,18222,34.09627,-117.96855,4.9,1755.0,555200.0,8.93
91708,90612.0,14381,4009,4290,1.4,8.7,4009,33.95141,-117.64506,5.4,2599.0,602100.0,6.64
91709,104590.0,78530,25294,26104,0.7,4.7,25294,33.95105,-117.72549,6.2,2575.0,775900.0,7.42
91710,79592.0,82576,23883,24537,0.6,3.4,23883,34.00507,-117.68249,5.7,1819.0,603800.0,7.59
91711,97593.0,38122,12320,13049,1.1,5.2,12320,34.12836,-117.71523,5.9,1983.0,839400.0,8.6
91722,77459.0,36111,10710,10985,0.5,3.3,10710,34.09731,-117.90612,5.4,1898.0,588200.0,7.59
91723,64583.0,19653,6790,7026,0.8,3.0,6790,34.08495,-117.88652,4.3,1650.0,634800.0,9.83
91724,83598.0,27180,8854,9120,1.0,2.5,8854,34.0805,-117.85515,5.7,2026.0,664900.0,7.95
91730,69034.0,68883,24723,25678,0.8,4.3,24723,34.10023,-117.5811,4.9,2137.0,558600.0,8.09
91731,39383.0,28197,8175,8383,0.6,2.2,8175,34.07914,-118.04047,4.3,1508.0,585800.0,14.87
91732,51899.0,60137,15512,15939,0.8,2.0,15512,34.07239,-118.01455,4.6,1672.0,604300.0,11.64
91733,45519.0,41990,10614,10872,0.6,1.6,10614,34.0454,-118.05314,4.4,1600.0,576400.0,12.66
91737,105406.0,24568,8274,8523,0.6,5.4,8274,34.15523,-117.57808,6.6,2308.0,775700.0,7.36
91739,105221.0,42411,12093,12481,0.9,4.2,12093,34.1622,-117.51558,6.5,2303.0,798600.0,7.59
91740,82447.0,26644,8905,9103,0.6,2.6,8905,34.11884,-117.8534,5.4,2092.0,647000.0,7.85
91741,105874.0,26999,9625,9892,0.6,3.4,9625,34.1647,-117.83197,6.1,2073.0,875100.0,8.27
91744,66278.0,81817,19467,19853,0.5,1.7,19467,34.02914,-117.93735,5.6,1807.0,556300.0,8.39
91745,84224.0,54280,16582,17090,0.5,4.2,16582,33.99926,-117.97225,6.0,2084.0,742500.0,8.82
91746,68254.0,29509,7080,7242,0.6,1.5,7080,34.04397,-117.98785,5.5,1680.0,595800.0,8.73
91748,71000.0,44737,13710,14247,0.8,4.6,13710,33.9769,-117.89924,5.4,1861.0,730300.0,10.29
91750,86352.0,33376,12467,12852,0.5,4.6,12467,34.14927,-117.76647,5.9,2006.0,734500.0,8.51
91752,79181.0,38610,10766,11176,1.4,3.1,10766,33.99575,-117.53399,5.9,1944.0,583400.0,7.37
91754,60261.0,33300,11613,12209,0.5,3.9,11613,34.051,-118.14451,4.7,1784.0,808600.0,13.42
91755,52624.0,27637,8995,9296,0.5,2.4,8995,34.04832,-118.11496,4.5,1802.0,704600.0,13.39
91759,52250.0,432,218,326,2.0,4.0,218,34.2541,-117.69194,5.1,1359.0,350000.0,6.7
91761,71727.0,60306,17456,17933,0.6,3.4,17456,34.03541,-117.5915,5.5,1820.0,543400.0,7.58
91762,56881.0,62524,18529,19096,1.1,2.6,18529,34.02764,-117.64308,5.0,1665.0,512800.0,9.02
91763,58094.0,37631,10492,10751,0.6,2.5,10492,34.07208,-117.69828,5.3,1711.0,484900.0,8.35
91764,56168.0,55322,16083,16956,0.4,7.2,16083,34.07533,-117.60164,4.7,1979.0,475300.0,8.46
91765,97968.0,46449,15404,15971,0.6,4.4,15404,33.98725,-117.81473,6.2,2310.0,839700.0,8.57
91766,55785.0,70701,18952,19535,0.6,3.1,18952,34.04192,-117.75698,5.0,1654.0,517500.0,9.28
91767,57521.0,51654,15407,15815,0.6,2.7,15407,34.08143,-117.73868,5.0,1651.0,547900.0,9.53
91768,51149.0,35568,8635,8963,0.8,4.1,8635,34.06358,-117.78941,5.0,1546.0,485900.0,9.5
91770,53506.0,59360,16901,17412,0.2,2.1,16901,34.06395,-118.08361,4.7,1674.0,673800.0,12.59
91773,84355.0,34592,12430,12911,0.7,4.8,12430,34.1072,-117.80928,5.8,2202.0,714400.0,8.47
91775,82598.0,24252,8247,8682,0.8,3.9,8247,34.11454,-118.08946,5.4,1922.0,976500.0,11.82
91776,54131.0,38031,12127,12674,0.9,3.3,12127,34.08987,-118.09519,4.5,1742.0,777500.0,14.36
91780,68456.0,35751,11661,12142,0.6,3.5,11661,34.10152,-118.05584,5.3,1984.0,875200.0,12.78
91784,118916.0,26718,9371,9557,0.4,2.0,9371,34.14103,-117.65831,7.0,2663.0,801400.0,6.74
91786,58649.0,55763,19754,20352,0.8,2.8,19754,34.10525,-117.66206,4.7,1798.0,573100.0,9.77
91789,99398.0,41235,13047,13515,0.9,3.5,13047,34.01858,-117.85408,6.5,2690.0,910400.0,9.16
91790,79926.0,46364,13632,14190,0.5,6.3,13632,34.06722,-117.93788,5.3,2113.0,653400.0,8.18
91791,80890.0,34267,11020,11444,0.7,5.3,11020,34.06134,-117.89425,5.8,1806.0,715400.0,8.84
91792,77333.0,30683,9485,9725,0.5,3.1,9485,34.02586,-117.89989,5.3,2136.0,619200.0,8.01
91801,55832.0,53669,20176,21182,1.1,3.3,20176,34.09093,-118.12776,4.2,1810.0,761100.0,13.63
91803,60394.0,29374,10028,10329,0.5,2.2,10028,34.0749,-118.14624,4.4,1735.0,772000.0,12.78
91901,92287.0,17688,6400,6695,1.3,3.8,6400,32.81467,-116.71929,5.7,1963.0,740000.0,8.02
91902,95330.0,17902,5914,6142,0.6,4.5,5914,32.67479,-117.00475,6.6,2043.0,843400.0,8.85
91905,34911.0,1799,626,785,2.1,12.1,626,32.67773,-116.30734,4.7,427.0,339800.0,9.73
91906,47227.0,3904,1336,1429,0.9,4.5,1336,32.66241,-116.47255,5.3,1158.0,302800.0,6.41
91910,61922.0,79613,26646,27755,0.5,4.6,26646,32.63653,-117.06301,4.5,1830.0,621200.0,10.03
91911,58598.0,85442,25391,26014,0.5,2.3,25391,32.60686,-117.04984,4.4,1875.0,574200.0,9.8
91913,96617.0,55923,16368,16778,0.9,2.8,16368,32.62174,-116.98609,5.7,2786.0,675600.0,6.99
91914,133730.0,17522,4939,5042,0.5,2.3,4939,32.66604,-116.95426,6.9,3084.0,865900.0,6.47
91915,112083.0,33218,9919,10352,0.6,8.0,9919,32.62266,-116.95013,5.7,2788.0,692300.0,6.18
91916,98235.0,1720,683,762,0.0,11.2,683,32.91103,-116.63201,5.3,,576900.0,5.87
91917,85096.0,1126,329,365,2.4,4.3,329,32.6267,-116.71894,5.1,1608.0,574500.0,6.75
91931,,481,246,260,0.5,0.0,246,32.83758,-116.58029,4.6,,,
91932,51838.0,26013,9387,10086,1.4,4.1,9387,32.56923,-117.11798,4.3,1841.0,744100.0,14.35
91934,,693,308,359,1.1,6.6,308,32.66488,-116.16828,5.1,,325800.0,
91935,100534.0,8841,2993,3139,0.9,4.5,2993,32.70214,-116.78721,6.5,1942.0,793400.0,7.89
91941,86791.0,33895,12664,13111,0.8,3.6,12664,32.75964,-116.99253,5.7,1867.0,842300.0,9.7
91942,61628.0,40813,17250,18021,0.8,4.4,17250,32.77728,-117.02129,4.3,1809.0,645500.0,10.47
91945,62698.0,27814,9050,9394,0.6,3.6,9050,32.73315,-117.03402,4.9,1693.0,593300.0,9.46
91948,,87,51,204,0.0,40.0,51,32.87509,-116.47076,3.2,,275000.0,
91950,45712.0,57849,17280,18097,0.5,2.8,17280,32.66952,-117.09313,4.0,1486.0,504300.0,11.03
91962,107390.0,1860,715,825,1.0,6.5,715,32.79248,-116.48044,5.2,2683.0,459700.0,4.28
91963,,1101,333,359,1.5,0.0,333,32.64798,-116.5964,5.9,,371100.0,
91977,64173.0,60795,18936,19447,0.7,2.8,18936,32.72387,-116.99631,5.3,1813.0,589400.0,9.18
91978,72933.0,9949,3260,3353,0.6,3.5,3260,32.71209,-116.94103,5.3,2200.0,528000.0,7.24
91980,,145,34,47,36.0,0.0,34,32.58685,-116.61969,,,,
92003,77208.0,4781,1695,1836,1.9,3.6,1695,33.28701,-117.19977,5.1,2032.0,838000.0,10.85
92004,38856.0,3414,1604,2927,4.1,17.3,1604,33.18481,-116.15688,4.2,986.0,377800.0,9.72
92007,106811.0,10981,4519,4930,1.6,5.3,4519,33.02216,-117.27389,5.3,2506.0,1658800.0,15.53
92008,85980.0,27282,11617,12910,1.0,6.1,11617,33.14564,-117.31691,4.5,2223.0,1051400.0,12.23
92009,126348.0,44816,16684,17376,1.1,4.1,16684,33.09535,-117.24574,6.4,2825.0,1158900.0,9.17
92010,102095.0,18887,7097,7404,1.2,4.5,7097,33.15676,-117.28423,5.7,2465.0,899000.0,8.81
92011,114691.0,23757,9376,10043,0.9,4.5,9376,33.10698,-117.29507,5.7,2894.0,1079100.0,9.41
92014,140625.0,13203,5800,6714,1.0,10.2,5800,32.96797,-117.24879,5.9,3087.0,,
92019,82261.0,45108,15549,16028,0.8,3.2,15549,32.77886,-116.87142,5.6,1977.0,675400.0,8.21
92020,55666.0,60454,20564,21286,0.8,2.8,20564,32.79557,-116.9697,4.3,1695.0,676200.0,12.15
92021,56863.0,70584,23634,24414,1.0,3.3,23634,32.83514,-116.87462,4.8,1721.0,545600.0,9.59
92024,114131.0,51190,19915,21523,0.6,5.7,19915,33.05716,-117.25651,5.6,2471.0,1299800.0,11.39
92025,60042.0,51586,16096,16776,0.7,4.4,16096,33.08492,-117.02967,4.8,1700.0,705700.0,11.75
92026,71597.0,52797,18207,19237,2.3,4.4,18207,33.2111,-117.11157,5.3,1943.0,632600.0,8.84
92027,63904.0,56840,17095,17474,0.5,2.7,17095,33.13263,-116.98335,5.2,1844.0,609400.0,9.54
92028,69620.0,51614,17519,18426,1.0,4.2,17519,33.38613,-117.22658,5.7,1637.0,710800.0,10.21
92029,90278.0,21236,7673,7986,1.4,4.5,7673,33.08555,-117.12885,6.1,2212.0,850900.0,9.43
92036,52451.0,3735,1620,2341,2.5,8.0,1620,33.01137,-116.37672,4.3,1477.0,537700.0,10.25
92037,105904.0,41260,17104,20098,1.5,6.5,17104,32.85257,-117.25104,5.2,2327.0,1839900.0,17.37
92040,74918.0,43640,15404,15936,1.0,2.7,15404,32.90665,-116.88875,5.3,1779.0,613500.0,8.19
92054,60017.0,38667,15635,18114,1.2,6.7,15635,33.19377,-117.35508,4.3,1784.0,753400.0,12.55
92055,,9684,8,12,0.0,33.3,8,33.38123,-117.42874,,,,
92056,77751.0,53750,20074,20810,0.7,4.1,20074,33.20197,-117.28939,5.4,2301.0,646800.0,8.32
92057,72633.0,57844,19147,19909,1.1,3.8,19147,33.25326,-117.28704,5.7,2381.0,624600.0,8.6
92058,46010.0,45389,13103,14766,1.2,12.2,13103,33.28379,-117.34182,5.4,2471.0,571200.0,12.41
92059,94399.0,1872,541,585,0.3,1.3,541,33.38277,-117.05193,5.5,1549.0,390600.0,4.14
92060,,288,156,243,6.1,1.9,156,33.35043,-116.86451,4.5,,625000.0,
92061,44325.0,2246,855,962,0.5,1.5,855,33.30036,-116.93048,5.1,,652300.0,14.72
92064,105788.0,48884,16412,16903,0.4,3.6,16412,32.98038,-117.01746,6.2,2165.0,911900.0,8.62
92065,89750.0,37047,12605,13070,1.0,3.1,12605,33.04736,-116.84386,5.5,1853.0,678800.0,7.56
92066,59688.0,330,149,190,1.7,17.1,149,33.21541,-116.53583,4.0,,365200.0,6.12
92067,163281.0,9344,3424,3910,1.7,12.6,3424,33.02087,-117.19209,7.7,,,
92069,69625.0,49407,15483,16000,0.5,4.4,15483,33.17536,-117.15761,5.2,1987.0,659900.0,9.48
92070,47583.0,1093,408,494,2.3,9.3,408,33.18513,-116.74071,4.4,1375.0,425900.0,8.95
92071,83712.0,60163,21277,21885,0.8,3.7,21277,32.85045,-116.99479,5.5,1982.0,603100.0,7.2
92075,105027.0,12051,5251,6163,1.1,7.7,5251,32.99735,-117.25875,5.2,2853.0,1617500.0,15.4
92078,79673.0,52347,17975,18845,0.9,4.9,17975,33.11834,-117.18554,5.5,2274.0,787600.0,9.89
92081,76134.0,28745,10878,11414,1.2,5.9,10878,33.16451,-117.24056,5.0,2323.0,681400.0,8.95
92082,83788.0,20860,6709,7079,1.4,3.6,6709,33.2518,-117.00284,5.8,1281.0,719600.0,8.59
92083,63262.0,39219,11820,12139,0.7,2.6,11820,33.19808,-117.24844,4.6,1929.0,564500.0,8.92
92084,66099.0,49941,15340,15971,1.0,3.7,15340,33.22454,-117.20334,4.9,1845.0,689500.0,10.43
92086,37333.0,1490,612,793,6.1,7.9,612,33.29718,-116.64176,5.1,1368.0,342100.0,9.16
92091,141818.0,1571,779,890,0.0,10.3,779,33.03432,-117.19704,5.4,,1584200.0,11.17
92101,66202.0,47505,27414,32513,2.7,10.4,27414,32.7162,-117.18589,2.7,2222.0,751800.0,11.36
92102,47467.0,39783,13985,14846,1.5,3.8,13985,32.71595,-117.11749,4.0,1783.0,548700.0,11.56
92103,77551.0,33311,18729,20245,1.5,5.1,18729,32.74782,-117.16738,3.9,1900.0,912900.0,11.77
92104,64157.0,44265,21819,23261,1.0,4.2,21819,32.74191,-117.12781,3.8,1805.0,776100.0,12.1
92105,40947.0,66579,21223,22080,1.0,3.0,21223,32.73756,-117.09193,4.2,1549.0,560800.0,13.7
92106,102250.0,20214,7889,8468,0.9,5.3,7889,32.71334,-117.23617,5.6,2194.0,1241800.0,12.14
92107,82522.0,28684,13337,14412,0.8,4.1,13337,32.7402,-117.24357,4.0,1988.0,1146100.0,13.89
92108,72170.0,24266,12880,13803,2.3,4.9,12880,32.77423,-117.14097,3.5,2521.0,586100.0,8.12
92109,77774.0,44671,22031,25919,1.3,6.1,22031,32.78699,-117.23273,4.0,2198.0,1082700.0,13.92
92110,68368.0,31048,11898,12896,0.7,6.3,11898,32.76533,-117.19965,4.2,2170.0,810100.0,11.85
92111,69442.0,46686,16971,17524,0.5,2.4,16971,32.8065,-117.16897,4.9,1973.0,681200.0,9.81
92113,36787.0,50457,13215,13786,0.5,2.8,13215,32.69591,-117.12012,4.2,1532.0,491600.0,13.36
92114,64390.0,66248,17953,18347,0.5,2.7,17953,32.70778,-117.05529,5.6,1728.0,564200.0,8.76
92115,48442.0,64251,21928,22976,0.4,3.3,21928,32.76154,-117.07187,4.3,1779.0,668000.0,13.79
92116,67461.0,31523,16305,17070,0.8,2.8,16305,32.76484,-117.12303,3.9,1823.0,817700.0,12.12
92117,77621.0,51505,20500,21244,0.3,3.6,20500,32.82493,-117.19972,5.0,2026.0,836800.0,10.78
92118,101520.0,20629,7380,9569,1.9,5.2,7380,32.67466,-117.16915,5.1,3046.0,1872000.0,18.44
92119,84191.0,24298,9653,9929,1.0,3.9,9653,32.80896,-117.03232,5.7,2031.0,743000.0,8.83
92120,91947.0,30768,12610,13235,0.9,6.2,12610,32.79526,-117.07317,5.5,2233.0,807000.0,8.78
92121,106688.0,4658,1784,1878,0.1,5.0,1784,32.8973,-117.20231,5.0,2433.0,1017800.0,9.54
92122,80232.0,45646,20430,22330,0.7,8.7,20430,32.85681,-117.21017,3.9,2461.0,894700.0,11.15
92123,78880.0,30937,11986,12550,0.9,4.8,11986,32.80958,-117.13419,4.8,2629.0,737000.0,9.34
92124,89080.0,30530,11163,11669,0.4,5.6,11163,32.82823,-117.08528,5.5,2907.0,818100.0,9.18
92126,93994.0,74788,25195,25741,0.4,2.4,25195,32.912,-117.14344,5.0,2460.0,715900.0,7.62
92127,134769.0,52274,16830,17353,1.0,3.1,16830,33.01913,-117.12339,6.0,2442.0,1096000.0,8.13
92128,97952.0,49083,20220,20982,0.7,4.5,20220,32.99687,-117.07308,5.0,2620.0,788200.0,8.05
92129,121357.0,52415,17539,17828,0.4,2.5,17539,32.96354,-117.12622,6.2,2555.0,932400.0,7.68
92130,149344.0,61595,21676,23045,0.6,8.5,21676,32.94763,-117.20586,5.8,3090.0,1438500.0,9.63
92131,128653.0,36394,12735,13168,0.4,9.3,12735,32.89604,-117.05737,6.4,2865.0,1064400.0,8.27
92132,,0,0,0,0.0,0.0,0,32.71368,-117.17201,,,,
92134,,396,7,7,0.0,0.0,7,32.72512,-117.14541,,,,
92135,,1610,5,5,0.0,0.0,5,32.69487,-117.19461,,,,
92139,64510.0,35771,10480,10717,0.3,2.7,10480,32.68006,-117.04889,5.1,1979.0,567600.0,8.8
92140,,2183,21,22,10.0,0.0,21,32.74041,-117.1984,,,,
92145,162700.0,6057,4,6,0.0,0.0,4,32.86292,-117.14579,,,,
92147,,256,4,4,0.0,0.0,4,32.72478,-117.21895,,,,
92154,64942.0,84027,22455,23036,0.7,3.0,22455,32.578,-116.96621,5.5,1986.0,578700.0,8.91
92155,,210,0,0,0.0,0.0,0,32.67148,-117.16714,,,,
92173,42561.0,29703,8036,8185,0.4,1.4,8036,32.55552,-117.05114,4.1,1449.0,464500.0,10.91
92201,42757.0,66989,20900,24548,1.4,4.7,20900,33.70804,-116.23502,4.9,1304.0,321000.0,7.51
92203,67739.0,31366,11451,14223,2.2,7.7,11451,33.75159,-116.24139,5.5,1743.0,448000.0,6.61
92210,99871.0,4757,2634,5140,3.6,13.4,2634,33.70357,-116.33953,5.7,873.0,941200.0,9.42
92211,62043.0,26403,13361,19562,3.1,13.4,13361,33.76593,-116.33241,5.0,1776.0,482000.0,7.77
92220,41144.0,32947,12077,12916,1.7,5.0,12077,33.93992,-116.83935,5.1,1390.0,300000.0,7.29
92222,,64,13,26,0.0,28.6,13,32.78346,-114.54965,,,,
92223,73588.0,59924,19588,20246,1.2,2.9,19588,33.9382,-116.98137,6.0,1413.0,423100.0,5.75
92225,41886.0,21104,5530,7532,2.2,7.1,5530,33.71642,-114.65606,4.4,880.0,186500.0,4.45
92227,43460.0,27492,8591,9003,1.0,3.5,8591,32.98677,-115.3341,5.0,927.0,261700.0,6.02
92230,48284.0,2650,838,921,2.3,3.4,838,33.9088,-116.76879,4.6,986.0,242300.0,5.02
92231,40759.0,39542,10589,10945,0.6,2.2,10589,32.68751,-115.56433,5.2,1086.0,263200.0,6.46
92233,35230.0,7019,1136,1246,2.6,6.4,1136,33.14736,-115.50686,4.9,833.0,191100.0,5.42
92234,46367.0,51509,18174,22663,1.7,5.8,18174,33.81386,-116.46663,4.8,1445.0,381800.0,8.23
92236,34222.0,42220,9882,10162,0.6,1.7,9882,33.70276,-116.07254,5.2,982.0,301900.0,8.82
92239,40000.0,292,109,205,1.2,0.0,109,33.87424,-115.24396,3.8,,140500.0,3.51
92240,36067.0,40920,13339,14903,2.3,5.3,13339,33.95291,-116.5194,4.8,1277.0,272600.0,7.56
92241,30532.0,9270,3929,6275,5.0,12.1,3929,33.84634,-116.28342,3.6,838.0,96800.0,3.17
92242,29063.0,1231,629,1453,2.4,12.0,629,34.19019,-114.30755,4.4,773.0,126200.0,4.34
92243,46648.0,49149,15589,16709,1.1,4.6,15589,32.77285,-115.60065,4.7,936.0,260400.0,5.58
92249,44293.0,6975,1797,1847,0.6,2.1,1797,32.72606,-115.48218,5.1,931.0,252000.0,5.69
92250,53042.0,7883,2428,2588,0.6,3.8,2428,32.79188,-115.23454,4.9,756.0,272700.0,5.14
92251,84544.0,25851,6712,6968,0.8,3.2,6712,32.87129,-115.71804,5.5,1309.0,313600.0,3.71
92252,37632.0,8463,3749,5396,4.2,9.4,3749,34.14801,-116.28422,4.6,1122.0,272800.0,7.25
92253,81193.0,37422,15647,23405,2.7,12.2,15647,33.65562,-116.28785,5.3,1779.0,560500.0,6.9
92254,24755.0,12414,2897,3069,0.5,3.7,2897,33.54371,-115.99995,4.8,881.0,177500.0,7.17
92256,50515.0,3517,1630,1966,1.9,5.5,1630,34.07207,-116.61761,4.5,1316.0,230900.0,4.57
92257,21250.0,1676,685,1315,1.5,11.7,685,33.33976,-115.52814,3.7,756.0,56400.0,2.65
92258,,1236,377,440,0.0,7.6,377,33.91791,-116.56002,3.7,867.0,,
92259,31786.0,328,153,315,0.8,16.0,153,32.73478,-115.94632,4.2,,158200.0,4.98
92260,54099.0,31641,15319,21542,3.0,10.4,15319,33.69841,-116.40519,4.8,1478.0,424100.0,7.84
92262,49229.0,26593,13387,18584,2.9,10.6,13387,33.86287,-116.55736,4.3,1332.0,540600.0,10.98
92264,50795.0,19254,11305,17223,2.5,14.4,11305,33.73575,-116.50544,4.3,1492.0,456100.0,8.98
92266,28125.0,198,97,256,0.0,18.5,97,33.17507,-114.92594,3.5,939.0,,
92267,,86,48,107,0.0,3.0,48,34.29765,-114.20138,,,,
92268,47500.0,489,258,463,14.2,13.3,258,34.16146,-116.55002,4.6,,490000.0,10.32
92270,71227.0,16999,8777,14202,4.1,12.1,8777,33.76399,-116.42705,5.4,1642.0,690100.0,9.69
92273,27054.0,1694,509,534,0.8,2.9,509,32.80798,-115.69592,4.7,874.0,161700.0,5.98
92274,27779.0,19251,4957,5671,1.8,4.2,4957,33.47031,-116.11387,4.9,830.0,128800.0,4.64
92275,27794.0,1390,468,626,5.1,6.5,468,33.20783,-115.88084,4.8,,150000.0,5.4
92276,44970.0,7953,2866,3725,3.6,3.7,2866,33.83234,-116.38648,4.7,1318.0,252800.0,5.62
92277,40903.0,23988,9473,11734,4.9,9.5,9473,34.11248,-115.68752,4.4,1194.0,203000.0,4.96
92278,41912.0,6371,2,4,0.0,0.0,2,34.23505,-116.05825,,,,
92280,,26,9,14,0.0,0.0,9,34.13963,-114.84652,,,,
92281,35809.0,2122,670,703,0.3,3.1,670,33.05033,-115.61264,4.9,821.0,196600.0,5.49
92282,37177.0,1350,505,599,4.8,8.7,505,33.96253,-116.65829,5.1,1216.0,264900.0,7.13
92283,23413.0,2695,963,1369,0.3,16.9,963,32.83741,-114.79462,4.7,725.0,74800.0,3.19
92284,41989.0,25931,10550,12227,2.8,6.5,10550,34.16013,-116.42474,5.0,1183.0,271600.0,6.47
92285,31458.0,2769,1104,2180,2.8,8.7,1104,34.33762,-116.51364,3.7,951.0,179000.0,5.69
92301,38591.0,38912,9456,9917,1.3,4.5,9456,34.65183,-117.52617,5.8,1309.0,276100.0,7.15
92304,,17,7,10,0.0,0.0,7,34.53062,-115.65933,,,,
92305,53854.0,581,254,561,2.7,8.2,254,34.17018,-116.83231,5.3,,463800.0,8.61
92307,58819.0,41649,13706,14542,2.2,4.4,13706,34.59078,-117.14127,6.2,1297.0,356600.0,6.06
92308,49098.0,42469,15238,16228,1.9,4.9,15238,34.42005,-117.15558,5.9,1315.0,333500.0,6.79
92309,38750.0,452,128,172,5.1,7.1,128,35.24942,-116.15578,3.9,774.0,96100.0,2.48
92310,53333.0,8102,2336,2467,0.0,4.3,2336,35.33443,-116.76306,5.1,1483.0,,
92311,42409.0,34524,11896,13012,1.8,7.7,11896,34.97204,-117.0101,5.1,998.0,172300.0,4.06
92313,67034.0,13150,4695,4898,1.1,7.1,4695,34.03142,-117.31373,5.3,1701.0,447900.0,6.68
92314,51752.0,10411,4413,9071,3.1,13.6,4413,34.2576,-116.80075,4.7,1348.0,392200.0,7.58
92315,51083.0,5148,2365,9631,8.9,43.3,2365,34.22011,-116.95301,4.6,1126.0,509200.0,9.97
92316,55603.0,31463,7540,7711,0.6,2.2,7540,34.0576,-117.39076,5.6,1435.0,424200.0,7.63
92320,52983.0,10036,3924,4164,2.7,4.5,3924,33.9874,-117.05024,6.1,1656.0,343200.0,6.48
92321,62171.0,1310,550,1249,7.1,18.2,550,34.24748,-117.14694,6.0,956.0,477100.0,7.67
92322,29750.0,1441,632,887,1.5,0.0,632,34.25419,-117.32259,5.2,,378700.0,12.73
92324,51105.0,58626,17358,18024,0.7,4.6,17358,34.03398,-117.29008,4.8,1460.0,376200.0,7.36
92325,57153.0,9892,4200,6200,3.4,10.1,4200,34.24554,-117.27506,4.8,1572.0,325800.0,5.7
92327,27917.0,484,218,275,1.4,13.8,218,34.86632,-116.84347,3.4,769.0,,
92328,34375.0,640,218,302,0.0,11.8,218,36.39482,-117.02718,4.2,779.0,78700.0,2.29
92332,,97,35,54,14.3,4.2,35,34.90728,-115.36409,4.1,,,
92333,74706.0,510,253,1014,9.4,24.4,253,34.26951,-116.96277,4.3,1519.0,373600.0,5.0
92335,50730.0,96605,24647,25195,0.4,2.0,24647,34.08733,-117.46519,4.7,1533.0,406600.0,8.01
92336,90172.0,100594,26109,26596,0.8,3.0,26109,34.13686,-117.46033,6.2,1968.0,574800.0,6.37
92337,77087.0,36394,9429,9591,0.5,1.5,9429,34.04967,-117.47145,5.7,1953.0,470500.0,6.1
92338,,0,1,1,0.0,0.0,1,34.78773,-116.25117,,,,
92339,60625.0,1053,479,689,5.3,8.3,479,34.08189,-116.83838,4.1,1779.0,388300.0,6.4
92341,,458,247,1087,6.8,28.7,247,34.24009,-117.06798,4.5,1113.0,309500.0,
92342,75109.0,6955,2679,3022,3.0,6.7,2679,34.76078,-117.33795,6.2,1634.0,322800.0,4.3
92344,82229.0,23166,6351,6705,1.5,6.6,6351,34.39176,-117.40657,7.3,2004.0,421900.0,5.13
92345,50836.0,86499,25873,26990,1.1,4.5,25873,34.36415,-117.30984,5.9,1376.0,330400.0,6.5
92346,61823.0,57812,17992,18563,1.0,3.8,17992,34.12629,-117.1792,5.7,1437.0,430400.0,6.96
92347,45168.0,888,294,386,2.5,7.0,294,34.95003,-117.25802,4.7,624.0,90300.0,2.0
92352,79340.0,7038,2906,7532,4.3,21.8,2906,34.26824,-117.18486,6.2,1794.0,544500.0,6.86
92354,54850.0,22626,8441,8907,0.8,3.6,8441,34.04933,-117.25119,4.7,1573.0,477900.0,8.71
92356,30513.0,6050,2220,3079,5.5,11.3,2220,34.49633,-116.89265,4.8,1073.0,205600.0,6.74
92358,41100.0,834,351,426,1.9,5.7,351,34.24624,-117.56762,5.2,1488.0,512000.0,12.46
92359,62306.0,8900,3131,3291,1.1,4.6,3131,34.08296,-117.07026,5.2,1240.0,379800.0,6.1
92363,31958.0,5634,2356,3832,3.5,7.5,2356,34.70863,-114.57562,4.7,694.0,136800.0,4.28
92364,,40,24,45,0.0,37.5,24,35.35678,-115.43741,3.0,,,
92365,55729.0,2214,862,1215,2.3,7.0,862,34.88843,-116.54129,5.1,933.0,144200.0,2.59
